session_id,device_type,mouse_movement,touch_events,keyboard_events,click_events,scroll_events,time_on_page,screen_size,browser_info,language,timezone_offset,device_orientation,device_motion,geolocation_city,ip_cluster,anomaly_score,label
session_4148,PC,4,2,6,1,17,185,360x640,Firefox,hi-IN,-5,none,0.47,Mumbai,ClusterB,0.24,0
session_4149,Mobile,3,0,3,1,4,104,360x640,Firefox,hi-IN,1,none,0.73,Mumbai,ClusterB,0.706,0
session_4150,Mobile,6,4,11,7,14,98,1920x1080,Safari,fr-FR,3,none,0.87,Bangalore,ClusterA,0.348,0
session_4151,Mobile,2,5,6,5,6,66,1366x768,Safari,en-GB,-11,none,1.64,Chennai,ClusterC,0.269,0
session_4152,Mobile,5,2,8,8,13,27,360x640,Firefox,en-GB,-1,none,1.13,Chennai,ClusterC,0.566,0
session_4153,Mobile,10,1,8,1,18,124,1366x768,Safari,fr-FR,12,portrait,0.57,Chennai,ClusterC,0.132,0
session_4154,Mobile,5,0,7,3,6,132,360x640,Firefox,fr-FR,6,none,0.55,Bangalore,ClusterB,0.1,0
session_4155,PC,6,2,8,3,16,36,1366x768,Firefox,en-GB,0,portrait,1.1,Bangalore,ClusterC,0.219,0
session_4156,PC,5,2,13,7,0,21,1920x1080,Chrome,en-US,-11,none,0.48,Chennai,ClusterB,0.331,0
session_4157,Mobile,3,3,10,7,8,136,360x640,Safari,en-GB,4,landscape,0.97,Chennai,ClusterB,0.148,0
session_4158,Mobile,5,2,7,3,8,43,414x896,Edge,en-GB,9,portrait,1.49,Mumbai,ClusterB,0.894,1
session_4159,Mobile,5,4,7,7,0,52,1366x768,Chrome,fr-FR,-5,portrait,0.88,Kolkata,ClusterB,0.466,0
session_4160,PC,3,4,12,9,1,182,1440x900,Safari,en-GB,-10,landscape,1.82,Unknown,ClusterA,0.28,0
session_4161,Mobile,10,3,8,7,11,13,1440x900,Chrome,en-US,-12,landscape,0.62,Kolkata,ClusterC,0.425,0
session_4162,PC,10,1,9,5,19,151,414x896,Safari,en-GB,-9,portrait,0.9,Mumbai,ClusterB,0.198,0
session_4163,Mobile,3,4,7,7,1,41,1920x1080,Edge,hi-IN,-8,portrait,0.35,Chennai,ClusterC,0.211,0
session_4164,Mobile,7,3,2,1,0,521,1920x1080,Edge,en-GB,-12,portrait,0.83,Unknown,ClusterB,0.34,0
session_4165,Mobile,3,2,15,3,2,29,414x896,Firefox,en-US,-9,portrait,1.04,Mumbai,ClusterA,0.196,0
session_4166,PC,5,2,9,6,0,52,1440x900,Firefox,fr-FR,11,none,1.42,Chennai,ClusterC,0.031,0
session_4167,PC,3,2,7,1,19,20,414x896,Firefox,en-US,2,portrait,0.91,Mumbai,ClusterC,0.297,0
session_4168,PC,6,3,5,6,19,18,360x640,Chrome,en-US,-8,none,1.39,Chennai,ClusterB,0.599,0
session_4169,Mobile,4,5,3,4,3,133,414x896,Edge,hi-IN,13,none,1.15,Kolkata,ClusterA,0.145,0
session_4170,Mobile,3,4,9,8,16,90,1366x768,Firefox,en-GB,11,none,0.37,Unknown,ClusterC,0.108,0
session_4171,Mobile,13,5,7,8,2,80,360x640,Safari,hi-IN,-10,portrait,1.09,Unknown,ClusterC,0.172,0
session_4172,Mobile,4,3,3,5,9,100,360x640,Safari,en-GB,-9,landscape,2.35,Unknown,ClusterA,0.309,0
session_4173,Mobile,7,3,8,1,4,34,360x640,Safari,en-US,-2,none,1.18,Unknown,ClusterC,0.2,0
session_4174,Mobile,7,2,5,5,9,49,360x640,Chrome,fr-FR,9,portrait,0.04,Chennai,ClusterA,0.079,0
session_4175,PC,9,2,4,3,11,17,360x640,Chrome,fr-FR,-6,landscape,0.89,Bangalore,ClusterB,0.117,0
session_4176,PC,2,2,4,1,2,84,1920x1080,Firefox,en-US,-2,none,0.58,Mumbai,ClusterC,0.243,0
session_4177,Mobile,5,3,8,6,6,63,414x896,Safari,hi-IN,-3,none,1.31,Unknown,ClusterC,0.016,0
session_4178,Mobile,4,3,6,7,19,10,360x640,Chrome,fr-FR,-5,landscape,1.95,Mumbai,ClusterC,0.206,0
session_4179,PC,5,3,5,4,19,6,1920x1080,Edge,fr-FR,13,portrait,0.62,Delhi,ClusterC,0.411,0
session_4180,Mobile,5,4,10,3,0,41,1440x900,Chrome,hi-IN,14,none,0.57,Unknown,ClusterB,0.514,0
session_4181,PC,8,4,3,3,17,117,1440x900,Edge,hi-IN,13,portrait,1.06,Delhi,ClusterA,0.315,0
session_4182,Mobile,7,1,7,2,6,1,360x640,Chrome,fr-FR,10,portrait,1.57,Chennai,ClusterB,0.006,0
session_4183,PC,4,3,12,8,10,6,414x896,Safari,fr-FR,9,portrait,0.93,Kolkata,ClusterC,0.395,0
session_4184,PC,3,4,5,8,19,6,1440x900,Firefox,en-GB,-8,none,-0.12,Chennai,ClusterC,0.226,0
session_4185,PC,9,1,9,3,9,17,360x640,Firefox,hi-IN,-3,none,1.63,Unknown,ClusterC,0.34,0
session_4186,PC,4,7,12,1,5,4,1440x900,Chrome,fr-FR,1,none,0.49,Unknown,ClusterA,0.221,0
session_4187,Mobile,0,9,9,2,15,52,1440x900,Chrome,en-US,-10,portrait,0.81,Kolkata,ClusterC,0.26,0
session_4188,PC,6,2,6,7,17,28,360x640,Chrome,hi-IN,-10,none,1.07,Delhi,ClusterC,0.462,0
session_4189,PC,6,3,8,7,17,134,360x640,Edge,en-US,8,landscape,0.44,Mumbai,ClusterA,0.276,0
session_4190,Mobile,5,2,10,3,17,39,1440x900,Edge,hi-IN,4,none,0.13,Delhi,ClusterA,0.033,0
session_4191,Mobile,5,4,8,1,6,38,1920x1080,Edge,en-US,-3,none,1.0,Delhi,ClusterB,0.284,0
session_4192,PC,2,5,9,4,6,83,1366x768,Chrome,hi-IN,14,landscape,0.68,Bangalore,ClusterB,0.337,0
session_4193,Mobile,3,1,12,4,7,226,1366x768,Chrome,en-GB,-9,landscape,1.07,Unknown,ClusterC,0.307,0
session_4194,Mobile,4,1,9,2,8,12,1440x900,Edge,fr-FR,-4,landscape,0.85,Unknown,ClusterC,0.362,0
session_4195,PC,4,1,11,3,11,55,1440x900,Chrome,en-GB,5,none,1.73,Kolkata,ClusterB,0.362,0
session_4196,Mobile,5,4,2,2,12,7,360x640,Edge,en-US,0,none,1.21,Mumbai,ClusterC,0.077,0
session_4197,Mobile,2,2,9,9,10,22,1920x1080,Safari,en-GB,14,none,2.54,Chennai,ClusterB,0.359,0
session_4198,PC,5,2,7,2,11,52,414x896,Firefox,en-GB,1,portrait,1.2,Mumbai,ClusterC,0.629,0
session_4199,Mobile,2,0,8,5,19,59,1920x1080,Safari,en-US,-2,none,1.23,Chennai,ClusterC,0.452,0
session_4200,PC,5,3,5,7,19,8,360x640,Chrome,hi-IN,7,none,1.12,Mumbai,ClusterC,0.445,0
session_4201,PC,9,3,11,9,17,22,1440x900,Safari,en-US,-8,portrait,0.72,Kolkata,ClusterB,0.45,0
session_4202,PC,6,3,1,3,2,16,1920x1080,Safari,en-GB,-7,landscape,1.15,Kolkata,ClusterB,0.09,0
session_4203,PC,6,1,5,6,12,182,360x640,Chrome,en-US,-8,portrait,0.65,Kolkata,ClusterA,0.252,0
session_4204,Mobile,6,8,6,3,0,105,1920x1080,Edge,en-GB,14,none,0.23,Mumbai,ClusterB,0.415,0
session_4205,Mobile,4,3,5,9,14,34,1440x900,Firefox,hi-IN,7,none,1.18,Delhi,ClusterA,0.381,0
session_4206,Mobile,8,4,5,3,0,125,1440x900,Chrome,hi-IN,7,none,1.3,Bangalore,ClusterB,0.17,0
session_4207,PC,6,5,5,8,0,242,1920x1080,Chrome,hi-IN,12,portrait,1.2,Chennai,ClusterC,0.194,0
session_4208,PC,2,5,4,5,19,68,1920x1080,Safari,en-US,6,portrait,0.83,Mumbai,ClusterC,0.373,0
session_4209,PC,6,4,5,9,5,4,1440x900,Safari,en-GB,-4,portrait,0.53,Unknown,ClusterB,0.488,0
session_4210,Mobile,7,1,7,5,5,60,360x640,Safari,en-US,5,landscape,0.65,Bangalore,ClusterB,0.336,0
session_4211,Mobile,6,3,6,9,0,38,414x896,Safari,en-GB,8,landscape,1.77,Kolkata,ClusterB,0.552,0
session_4212,PC,1,5,12,3,6,115,1440x900,Chrome,en-US,4,none,1.21,Kolkata,ClusterA,0.149,0
session_4213,Mobile,5,5,5,4,15,208,360x640,Edge,en-US,7,landscape,1.36,Bangalore,ClusterC,0.192,0
session_4214,Mobile,6,3,4,9,19,31,414x896,Chrome,en-GB,1,portrait,1.48,Delhi,ClusterB,0.366,0
session_4215,Mobile,4,5,4,7,0,153,414x896,Safari,fr-FR,-10,portrait,0.61,Delhi,ClusterB,0.547,0
session_4216,Mobile,5,1,5,2,15,109,1440x900,Firefox,hi-IN,1,landscape,2.08,Unknown,ClusterB,0.509,0
session_4217,PC,9,4,5,3,13,41,360x640,Edge,en-GB,12,none,0.6,Mumbai,ClusterA,0.186,0
session_4218,PC,3,3,6,7,13,27,1366x768,Edge,hi-IN,1,portrait,0.02,Delhi,ClusterB,0.236,0
session_4219,PC,4,2,10,1,9,6,1920x1080,Firefox,en-GB,-5,landscape,1.07,Bangalore,ClusterB,0.118,0
session_4220,Mobile,5,0,6,5,17,42,414x896,Edge,hi-IN,11,portrait,-0.25,Chennai,ClusterA,0.108,0
session_4221,Mobile,6,2,7,9,13,39,360x640,Chrome,en-US,13,landscape,1.57,Unknown,ClusterA,0.214,0
session_4222,PC,7,2,6,1,18,253,1440x900,Chrome,hi-IN,8,none,0.85,Unknown,ClusterA,0.347,0
session_4223,Mobile,4,1,7,2,11,66,1920x1080,Safari,hi-IN,13,none,1.26,Chennai,ClusterA,0.13,0
session_4224,PC,3,3,8,2,6,87,1366x768,Chrome,en-US,7,none,0.68,Bangalore,ClusterC,0.587,0
session_4225,Mobile,5,3,4,5,11,77,1920x1080,Edge,en-US,0,none,0.38,Delhi,ClusterB,0.561,0
session_4226,Mobile,4,6,9,8,15,88,414x896,Safari,fr-FR,-1,portrait,1.09,Delhi,ClusterB,0.139,0
session_4227,Mobile,5,1,4,7,17,150,1366x768,Edge,en-GB,-6,landscape,1.29,Chennai,ClusterC,0.397,0
session_4228,Mobile,0,1,7,2,9,75,414x896,Safari,en-GB,-9,portrait,1.48,Delhi,ClusterB,0.366,0
session_4229,Mobile,3,6,7,7,12,41,1920x1080,Firefox,en-GB,13,none,0.8,Bangalore,ClusterA,0.88,1
session_4230,Mobile,4,3,8,6,7,132,1440x900,Firefox,hi-IN,-7,landscape,1.61,Chennai,ClusterC,0.086,0
session_4231,Mobile,7,5,5,3,14,104,1920x1080,Safari,en-US,-3,portrait,0.92,Bangalore,ClusterC,0.115,0
session_4232,PC,6,3,5,3,12,33,1440x900,Safari,en-GB,4,none,0.45,Bangalore,ClusterB,0.736,0
session_4233,Mobile,9,5,6,9,18,36,1440x900,Safari,en-GB,-12,landscape,0.64,Chennai,ClusterC,0.586,0
session_4234,Mobile,4,2,10,2,6,4,414x896,Edge,hi-IN,6,none,1.14,Unknown,ClusterB,0.304,0
session_4235,PC,4,5,6,6,8,45,1366x768,Firefox,fr-FR,-6,none,0.39,Unknown,ClusterC,0.257,0
session_4236,PC,6,1,7,6,1,29,360x640,Chrome,en-US,7,none,1.5,Chennai,ClusterC,0.436,0
session_4237,PC,9,6,7,9,19,88,1440x900,Safari,fr-FR,1,portrait,1.54,Bangalore,ClusterB,0.238,0
session_4238,Mobile,3,5,8,1,2,16,360x640,Chrome,en-GB,2,none,0.68,Unknown,ClusterA,0.342,0
session_4239,PC,4,4,2,9,3,57,414x896,Edge,hi-IN,-9,landscape,0.75,Unknown,ClusterA,0.322,0
session_4240,PC,4,0,7,9,18,81,1920x1080,Chrome,hi-IN,11,portrait,0.73,Kolkata,ClusterB,0.29,0
session_4241,Mobile,6,2,13,1,12,33,1440x900,Firefox,hi-IN,11,portrait,1.16,Mumbai,ClusterB,0.244,0
session_4242,PC,5,3,7,5,16,3,414x896,Firefox,en-US,-8,none,0.53,Delhi,ClusterA,0.36,0
session_4243,Mobile,3,1,4,5,17,57,1920x1080,Chrome,en-US,14,landscape,0.57,Bangalore,ClusterB,0.176,0
session_4244,PC,8,3,5,2,19,164,1366x768,Firefox,hi-IN,2,none,0.45,Chennai,ClusterB,0.991,1
session_4245,PC,6,4,11,6,1,118,1440x900,Edge,en-GB,5,landscape,0.92,Unknown,ClusterB,0.382,0
session_4246,PC,4,6,10,4,0,133,414x896,Edge,en-US,-3,none,0.99,Chennai,ClusterC,0.193,0
session_4247,Mobile,6,4,9,4,3,37,1366x768,Edge,en-GB,-9,none,1.21,Mumbai,ClusterB,0.124,0
session_4248,Mobile,5,4,7,8,11,83,414x896,Chrome,en-GB,9,portrait,1.13,Mumbai,ClusterC,0.43,0
session_4249,Mobile,10,2,4,9,8,49,1920x1080,Safari,en-US,-10,none,0.49,Unknown,ClusterB,0.14,0
session_4250,PC,4,1,5,5,4,12,414x896,Safari,en-GB,12,none,0.51,Bangalore,ClusterA,0.061,0
session_4251,PC,5,3,3,2,17,15,414x896,Edge,en-GB,8,portrait,1.52,Chennai,ClusterB,0.487,0
session_4252,PC,5,3,11,5,10,264,1920x1080,Firefox,hi-IN,-12,landscape,0.56,Bangalore,ClusterB,0.21,0
session_4253,PC,4,4,10,7,19,1,1920x1080,Edge,en-GB,-9,none,0.87,Mumbai,ClusterA,0.209,0
session_4254,Mobile,9,2,7,8,4,53,1440x900,Firefox,en-GB,14,none,0.94,Bangalore,ClusterA,0.314,0
session_4255,PC,9,4,8,5,15,59,360x640,Firefox,fr-FR,-7,landscape,1.53,Mumbai,ClusterB,0.453,0
session_4256,Mobile,5,3,14,8,8,97,1440x900,Safari,en-US,-12,none,0.62,Mumbai,ClusterB,0.184,0
session_4257,Mobile,3,2,13,1,4,121,360x640,Firefox,en-GB,10,landscape,0.81,Bangalore,ClusterC,0.079,0
session_4258,Mobile,7,2,10,6,4,5,360x640,Safari,en-US,6,landscape,0.86,Mumbai,ClusterB,0.21,0
session_4259,Mobile,5,2,3,3,19,22,1920x1080,Edge,en-GB,-7,none,0.23,Delhi,ClusterC,0.362,0
session_4260,Mobile,3,2,6,5,15,12,414x896,Firefox,fr-FR,0,portrait,0.94,Bangalore,ClusterA,0.295,0
session_4261,Mobile,6,1,2,2,13,92,360x640,Safari,en-GB,-1,landscape,2.02,Mumbai,ClusterA,0.224,0
session_4262,PC,1,6,9,6,4,27,1366x768,Safari,fr-FR,-12,landscape,1.44,Unknown,ClusterA,0.148,0
session_4263,Mobile,4,5,8,1,6,24,360x640,Safari,en-US,-3,portrait,0.78,Unknown,ClusterB,0.135,0
session_4264,Mobile,3,4,9,2,11,6,360x640,Chrome,en-GB,-12,landscape,1.03,Chennai,ClusterC,0.049,0
session_4265,PC,4,3,9,3,6,103,360x640,Chrome,fr-FR,4,none,1.66,Delhi,ClusterB,0.291,0
session_4266,PC,3,2,9,8,17,141,1920x1080,Firefox,hi-IN,-6,landscape,1.8,Bangalore,ClusterA,0.369,0
session_4267,Mobile,6,3,13,5,0,124,360x640,Edge,en-US,3,portrait,1.31,Unknown,ClusterB,0.876,1
session_4268,PC,4,0,10,5,1,103,1366x768,Chrome,fr-FR,-11,portrait,0.72,Unknown,ClusterB,0.162,0
session_4269,Mobile,8,4,7,1,10,43,414x896,Firefox,hi-IN,-1,none,0.51,Chennai,ClusterB,0.354,0
session_4270,PC,2,5,6,7,6,10,1366x768,Edge,en-GB,5,portrait,0.96,Unknown,ClusterB,0.503,0
session_4271,Mobile,5,3,6,6,5,103,360x640,Edge,en-US,-8,landscape,0.89,Kolkata,ClusterB,0.349,0
session_4272,Mobile,4,5,7,9,18,100,1440x900,Firefox,fr-FR,-5,landscape,1.55,Mumbai,ClusterB,0.302,0
session_4273,Mobile,4,4,4,8,7,8,1366x768,Chrome,en-US,5,none,1.2,Unknown,ClusterA,0.223,0
session_4274,Mobile,2,1,10,4,8,11,360x640,Edge,fr-FR,7,portrait,0.85,Kolkata,ClusterC,0.245,0
session_4275,Mobile,11,3,2,5,10,63,360x640,Safari,fr-FR,-2,portrait,-0.2,Delhi,ClusterA,0.357,0
session_4276,PC,5,2,7,6,10,233,1440x900,Chrome,fr-FR,-4,portrait,1.67,Delhi,ClusterB,0.204,0
session_4277,Mobile,11,1,5,1,4,116,1920x1080,Chrome,en-US,-4,landscape,0.47,Delhi,ClusterB,0.535,0
session_4278,Mobile,2,1,6,3,18,17,414x896,Edge,fr-FR,-8,landscape,1.26,Delhi,ClusterC,0.148,0
session_4279,PC,8,2,6,2,7,129,1920x1080,Chrome,en-GB,14,none,0.88,Kolkata,ClusterC,0.291,0
session_4280,PC,3,3,11,7,13,25,1920x1080,Safari,en-US,2,portrait,1.39,Kolkata,ClusterA,0.073,0
session_4281,Mobile,7,5,7,2,19,18,1440x900,Chrome,en-GB,6,portrait,0.58,Mumbai,ClusterB,0.244,0
session_4282,PC,1,3,7,1,8,34,1920x1080,Firefox,en-GB,6,landscape,1.99,Mumbai,ClusterC,0.522,0
session_4283,PC,5,6,7,8,12,24,414x896,Safari,en-GB,-12,none,0.46,Kolkata,ClusterB,0.529,0
session_4284,PC,6,1,9,6,8,224,1920x1080,Chrome,fr-FR,1,none,0.59,Chennai,ClusterA,0.418,0
session_4285,Mobile,2,1,5,9,13,73,1366x768,Safari,fr-FR,12,none,0.84,Kolkata,ClusterA,0.489,0
session_4286,Mobile,4,5,8,1,10,41,360x640,Edge,en-US,9,none,0.76,Chennai,ClusterB,0.718,0
session_4287,PC,9,4,8,3,10,33,1920x1080,Chrome,en-GB,-5,none,1.14,Unknown,ClusterA,0.821,1
session_4288,PC,8,4,10,6,0,5,1366x768,Edge,hi-IN,-4,landscape,0.67,Unknown,ClusterB,0.414,0
session_4289,Mobile,5,7,5,2,15,0,414x896,Edge,hi-IN,3,landscape,1.34,Bangalore,ClusterB,0.189,0
session_4290,Mobile,6,1,8,7,0,6,1366x768,Edge,hi-IN,9,landscape,1.2,Mumbai,ClusterB,0.462,0
session_4291,PC,5,4,9,6,17,53,360x640,Chrome,en-GB,-5,none,1.66,Chennai,ClusterC,0.148,0
session_4292,Mobile,3,1,9,9,19,23,1366x768,Safari,en-US,-2,landscape,0.72,Delhi,ClusterA,0.17,0
session_4293,PC,3,2,4,7,4,22,414x896,Chrome,en-US,-4,portrait,1.38,Unknown,ClusterC,0.081,0
session_4294,PC,5,1,11,5,4,55,1440x900,Chrome,hi-IN,2,landscape,0.88,Unknown,ClusterA,0.444,0
session_4295,Mobile,3,6,12,3,12,17,1366x768,Firefox,fr-FR,12,portrait,1.39,Chennai,ClusterC,0.255,0
session_4296,Mobile,9,1,5,5,10,4,414x896,Safari,hi-IN,11,portrait,1.2,Unknown,ClusterC,0.512,0
session_4297,Mobile,7,4,7,6,17,39,1366x768,Firefox,en-US,8,none,1.26,Bangalore,ClusterB,0.25,0
session_4298,Mobile,8,7,7,1,17,191,1366x768,Firefox,fr-FR,-5,portrait,0.84,Unknown,ClusterB,0.08,0
session_4299,PC,7,5,4,9,13,16,360x640,Edge,en-US,-7,none,0.46,Bangalore,ClusterC,0.391,0
session_4300,Mobile,8,3,6,2,3,34,360x640,Firefox,fr-FR,13,none,1.05,Chennai,ClusterC,0.287,0
session_4301,PC,4,4,8,7,8,18,1440x900,Chrome,fr-FR,12,landscape,1.29,Unknown,ClusterC,0.247,0
session_4302,Mobile,7,4,6,4,3,86,1366x768,Safari,fr-FR,8,none,0.65,Delhi,ClusterA,0.151,0
session_4303,PC,6,3,7,1,5,22,1920x1080,Firefox,hi-IN,3,portrait,0.35,Mumbai,ClusterB,0.384,0
session_4304,Mobile,6,1,5,3,5,14,414x896,Chrome,en-US,-10,landscape,1.0,Bangalore,ClusterA,0.663,0
session_4305,Mobile,2,4,9,1,19,151,1366x768,Safari,fr-FR,4,landscape,0.48,Unknown,ClusterA,0.208,0
session_4306,Mobile,10,4,7,5,17,33,1440x900,Edge,en-US,12,landscape,0.84,Delhi,ClusterC,0.553,0
session_4307,Mobile,7,2,8,6,8,14,1920x1080,Edge,fr-FR,1,portrait,1.05,Mumbai,ClusterA,0.562,0
session_4308,Mobile,4,5,8,8,1,11,1366x768,Firefox,fr-FR,7,portrait,1.27,Bangalore,ClusterA,0.303,0
session_4309,Mobile,4,1,8,6,7,33,1440x900,Safari,hi-IN,7,portrait,1.4,Delhi,ClusterC,0.365,0
session_4310,Mobile,5,2,10,5,7,6,1920x1080,Edge,en-GB,3,portrait,1.21,Chennai,ClusterA,0.823,1
session_4311,PC,9,3,8,7,13,99,1920x1080,Firefox,fr-FR,-1,none,1.01,Kolkata,ClusterB,0.134,0
session_4312,PC,4,6,10,7,9,19,1920x1080,Chrome,en-GB,-2,none,0.97,Unknown,ClusterB,0.297,0
session_4313,Mobile,3,1,10,3,10,30,360x640,Chrome,hi-IN,13,portrait,0.85,Mumbai,ClusterB,0.524,0
session_4314,PC,4,0,5,1,19,122,1366x768,Firefox,en-GB,2,landscape,1.39,Unknown,ClusterC,0.271,0
session_4315,Mobile,3,2,9,5,9,158,360x640,Safari,en-GB,-10,landscape,0.31,Mumbai,ClusterB,0.26,0
session_4316,Mobile,3,4,5,3,11,90,360x640,Chrome,fr-FR,5,portrait,0.36,Bangalore,ClusterC,0.472,0
session_4317,PC,6,3,5,6,17,88,360x640,Safari,en-GB,-8,portrait,1.2,Kolkata,ClusterC,0.153,0
session_4318,Mobile,7,5,9,9,4,109,360x640,Safari,en-GB,-8,landscape,1.39,Bangalore,ClusterA,0.135,0
session_4319,Mobile,5,5,4,3,5,82,1440x900,Edge,en-GB,-4,none,0.79,Kolkata,ClusterB,0.136,0
session_4320,PC,1,2,10,7,12,8,1440x900,Edge,en-GB,9,none,2.08,Chennai,ClusterB,0.197,0
session_4321,Mobile,6,3,10,4,6,94,360x640,Safari,hi-IN,-12,none,1.2,Mumbai,ClusterC,0.504,0
session_4322,PC,3,4,8,6,9,202,1920x1080,Edge,hi-IN,0,landscape,0.95,Bangalore,ClusterB,0.326,0
session_4323,PC,6,1,9,5,10,23,1366x768,Chrome,en-US,12,landscape,0.8,Mumbai,ClusterC,0.277,0
session_4324,PC,4,5,6,1,16,91,414x896,Safari,en-US,2,portrait,1.3,Delhi,ClusterC,0.1,0
session_4325,PC,6,2,4,4,14,174,1366x768,Safari,fr-FR,6,portrait,0.66,Mumbai,ClusterA,0.396,0
session_4326,PC,7,1,13,6,5,16,1366x768,Edge,fr-FR,11,portrait,1.45,Chennai,ClusterC,0.134,0
session_4327,Mobile,9,1,9,2,8,170,1920x1080,Edge,en-GB,-1,none,1.57,Kolkata,ClusterA,0.337,0
session_4328,Mobile,1,1,10,6,17,73,414x896,Chrome,fr-FR,-11,portrait,1.5,Kolkata,ClusterC,0.112,0
session_4329,Mobile,6,0,11,8,19,34,360x640,Edge,en-US,13,portrait,0.73,Chennai,ClusterB,0.495,0
session_4330,Mobile,5,4,9,4,9,108,414x896,Firefox,fr-FR,11,none,1.01,Bangalore,ClusterA,0.204,0
session_4331,PC,7,4,8,9,18,64,1366x768,Safari,hi-IN,13,portrait,0.51,Mumbai,ClusterB,0.52,0
session_4332,PC,6,2,7,9,19,18,1440x900,Firefox,hi-IN,2,portrait,1.08,Chennai,ClusterC,0.191,0
session_4333,PC,6,0,8,2,5,35,1366x768,Chrome,hi-IN,0,none,-0.17,Mumbai,ClusterC,0.435,0
session_4334,PC,4,6,8,3,1,11,414x896,Safari,en-GB,3,landscape,0.31,Kolkata,ClusterA,0.468,0
session_4335,PC,7,3,7,2,9,8,414x896,Chrome,en-GB,-9,none,1.01,Delhi,ClusterC,0.425,0
session_4336,PC,3,7,2,7,6,8,1920x1080,Chrome,en-GB,-12,portrait,1.07,Unknown,ClusterB,0.302,0
session_4337,Mobile,8,4,6,7,17,1,360x640,Edge,en-GB,-3,none,0.61,Chennai,ClusterA,0.551,0
session_4338,Mobile,12,0,7,5,0,1,1366x768,Chrome,hi-IN,-3,portrait,0.41,Chennai,ClusterC,0.471,0
session_4339,PC,6,3,9,5,11,52,1920x1080,Firefox,en-US,-7,landscape,0.98,Kolkata,ClusterA,0.08,0
session_4340,Mobile,7,4,5,6,15,35,414x896,Safari,en-GB,-12,portrait,1.76,Chennai,ClusterA,0.236,0
session_4341,Mobile,5,2,7,8,10,27,1366x768,Firefox,en-US,8,landscape,1.77,Bangalore,ClusterA,0.222,0
session_4342,Mobile,3,4,10,9,3,60,360x640,Edge,hi-IN,-12,none,1.7,Mumbai,ClusterB,0.279,0
session_4343,PC,2,2,10,9,15,73,360x640,Chrome,hi-IN,-2,none,1.31,Chennai,ClusterA,0.313,0
session_4344,Mobile,8,4,3,1,0,73,1366x768,Safari,fr-FR,2,none,1.5,Bangalore,ClusterB,0.075,0
session_4345,PC,8,1,9,9,7,109,1366x768,Firefox,fr-FR,5,none,0.71,Chennai,ClusterB,0.059,0
session_4346,PC,4,1,8,8,9,29,1440x900,Safari,hi-IN,-12,portrait,1.53,Kolkata,ClusterC,0.27,0
session_4347,Mobile,8,3,5,6,0,62,414x896,Safari,fr-FR,-12,portrait,1.09,Unknown,ClusterB,0.368,0
session_4348,Mobile,5,3,6,5,1,68,360x640,Firefox,fr-FR,9,portrait,0.39,Bangalore,ClusterC,0.418,0
session_4349,Mobile,6,2,5,6,12,42,1440x900,Firefox,fr-FR,-5,landscape,-0.32,Unknown,ClusterA,0.318,0
session_4350,Mobile,7,1,3,4,2,26,1366x768,Chrome,en-US,12,portrait,1.68,Delhi,ClusterA,0.647,0
session_4351,PC,9,2,4,8,16,22,414x896,Firefox,en-US,-4,none,1.28,Unknown,ClusterA,0.49,0
session_4352,PC,4,3,7,9,17,60,360x640,Firefox,hi-IN,-1,none,1.25,Bangalore,ClusterC,0.19,0
session_4353,Mobile,12,3,9,5,17,35,1440x900,Firefox,fr-FR,11,none,0.63,Chennai,ClusterB,0.322,0
session_4354,Mobile,8,2,5,9,14,89,1920x1080,Safari,en-US,-6,none,2.49,Delhi,ClusterA,0.269,0
session_4355,PC,4,1,6,9,17,177,360x640,Edge,en-US,1,portrait,1.63,Mumbai,ClusterB,0.192,0
session_4356,PC,4,4,8,1,12,20,1366x768,Chrome,en-US,-11,portrait,0.79,Delhi,ClusterB,0.331,0
session_4357,Mobile,4,2,6,7,4,1,1366x768,Firefox,hi-IN,-4,none,0.69,Chennai,ClusterA,0.367,0
session_4358,Mobile,3,3,2,4,18,79,1366x768,Safari,en-US,-12,portrait,1.41,Kolkata,ClusterA,0.107,0
session_4359,PC,6,2,8,2,4,10,1440x900,Safari,hi-IN,12,landscape,1.47,Chennai,ClusterB,0.26,0
session_4360,Mobile,4,6,6,6,18,2,360x640,Edge,hi-IN,-1,portrait,0.74,Chennai,ClusterB,0.014,0
session_4361,Mobile,4,0,5,3,14,4,414x896,Firefox,fr-FR,-10,portrait,0.55,Unknown,ClusterA,0.339,0
session_4362,PC,7,0,6,6,0,31,1920x1080,Chrome,en-GB,2,none,0.22,Bangalore,ClusterA,0.154,0
session_4363,PC,3,1,4,2,18,40,414x896,Edge,en-US,-9,landscape,1.38,Delhi,ClusterA,0.056,0
session_4364,PC,6,5,2,5,13,87,1440x900,Safari,en-US,-9,landscape,0.79,Bangalore,ClusterC,0.558,0
session_4365,Mobile,4,2,3,6,12,0,1440x900,Edge,en-US,3,landscape,1.22,Kolkata,ClusterB,0.436,0
session_4366,PC,7,1,7,5,19,106,360x640,Firefox,en-GB,-10,landscape,1.29,Bangalore,ClusterC,0.269,0
session_4367,PC,6,2,6,6,17,5,1920x1080,Edge,en-US,4,landscape,0.97,Kolkata,ClusterC,0.262,0
session_4368,PC,8,2,5,7,17,105,360x640,Chrome,hi-IN,0,portrait,1.85,Unknown,ClusterC,0.368,0
